Simulation,Description,Date_sd,Date_lockdown,Knot_date_1,Knot_date_2,Date,Mean,C_025,C_975
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-01,3753,47,24155
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-02,4058,49,25928
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-03,4378,51,28104
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-04,4234,45,27202
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-05,4097,41,26116
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-06,3972,37,25922
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-07,3865,34,25159
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-08,3711,31,23902
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-09,3607,28,23839
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-10,3543,26,22851
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-11,3434,23,22372
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-12,3314,21,22033
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-13,3178,19,21250
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-14,3091,18,20658
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-15,3004,16,20031
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-16,2865,15,19267
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-17,2733,13,18724
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-18,2635,12,18027
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-19,2602,11,17515
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-20,2526,10,17151
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-21,2428,9,16681
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-22,2353,8,15951
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-23,2254,8,15539
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-24,2178,7,14919
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-25,2149,6,14826
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-26,2062,6,14276
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-27,2008,5,13793
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-28,1921,5,13503
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-29,1875,4,13082
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-04-30,1851,4,12554
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-01,1799,3,12342
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-02,1732,3,11693
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-03,1716,3,11303
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-04,1660,3,10864
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-05,1598,2,10450
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-06,1550,2,10163
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-07,1478,2,9822
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-08,1437,2,9514
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-09,1385,2,9132
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-10,1332,2,8651
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-11,1271,1,8314
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-12,1216,1,8130
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-13,1182,1,7804
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-14,1141,1,7667
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-15,1094,1,7252
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-16,1057,1,7017
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-17,1036,1,6765
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-18,990,1,6495
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-19,951,1,6262
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-20,913,1,6049
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-21,873,1,5789
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-22,856,1,5670
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-23,829,1,5342
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-24,797,1,5162
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-25,766,1,4888
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-26,751,1,4724
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-27,734,1,4467
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-28,710,1,4363
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-29,681,1,4191
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-30,658,1,3997
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-05-31,633,1,3853
Natural history,Social distancing and lockdown as implemented,2020-03-17,2020-03-24,2020-03-22,2020-04-03,2020-06-01,610,1,3707
